county_fips_code,never,rarely,sometimes,frequently,always
51036,0.017,0.02,0.103,0.177,0.683
55025,0.017,0.02,0.092,0.23,0.641
33007,0.017,0.05,0.068,0.169,0.697
51113,0.017,0.097,0.064,0.154,0.668
35043,0.017,0.015,0.096,0.11,0.762
17167,0.017,0.03,0.155,0.233,0.564
06075,0.017,0.011,0.035,0.121,0.817
42003,0.017,0.022,0.035,0.165,0.761
51045,0.017,0.022,0.148,0.182,0.632
51810,0.017,0.041,0.062,0.202,0.678
51133,0.017,0.038,0.095,0.141,0.71
09005,0.017,0.051,0.021,0.098,0.812
42129,0.017,0.07,0.069,0.172,0.673
18147,0.017,0.134,0.104,0.216,0.529
36075,0.017,0.003,0.094,0.119,0.766
37131,0.017,0.003,0.067,0.201,0.712
36019,0.017,0.024,0.102,0.084,0.773
48143,0.017,0.096,0.075,0.202,0.609
48063,0.017,0.064,0.213,0.235,0.471
12013,0.034,0.055,0.138,0.267,0.507
19135,0.034,0.078,0.256,0.247,0.385
23009,0.034,0.052,0.118,0.202,0.594
17085,0.034,0.104,0.22,0.178,0.465
08023,0.034,0.072,0.076,0.175,0.644
51730,0.034,0.033,0.116,0.177,0.64
48445,0.034,0.066,0.061,0.226,0.613
51165,0.034,0.062,0.139,0.212,0.553
26099,0.034,0.043,0.09,0.145,0.688
51075,0.034,0.043,0.065,0.097,0.761
05143,0.034,0.028,0.101,0.186,0.651
49053,0.034,0.056,0.123,0.269,0.518
48067,0.034,0.145,0.17,0.209,0.441
47157,0.034,0.025,0.105,0.184,0.653
22065,0.034,0.068,0.109,0.172,0.617
37049,0.034,0.068,0.212,0.215,0.47
37147,0.034,0.065,0.085,0.204,0.612
48489,0.034,0.015,0.067,0.064,0.82
41061,0.034,0.088,0.086,0.189,0.603
45089,0.034,0.057,0.12,0.158,0.631
19179,0.034,0.082,0.293,0.221,0.37
20073,0.034,0.079,0.256,0.302,0.33
48169,0.034,0.079,0.067,0.207,0.612
13191,0.034,0.076,0.188,0.221,0.481
42073,0.034,0.07,0.093,0.301,0.503
22093,0.034,0.099,0.202,0.061,0.603
15009,0.034,0.016,0.025,0.122,0.803
27069,0.068,0.168,0.221,0.251,0.292
22081,0.068,0.081,0.135,0.189,0.527
22109,0.068,0.052,0.14,0.221,0.519
16079,0.068,0.144,0.299,0.147,0.342
21069,0.068,0.069,0.075,0.287,0.502
28139,0.068,0.069,0.217,0.213,0.434
49055,0.068,0.129,0.114,0.269,0.42
13245,0.068,0.059,0.114,0.18,0.578
18059,0.068,0.04,0.166,0.306,0.42
39103,0.068,0.077,0.125,0.227,0.503
12107,0.068,0.05,0.114,0.186,0.581
18019,0.068,0.06,0.141,0.228,0.501
37061,0.068,0.044,0.143,0.126,0.62
29069,0.068,0.085,0.154,0.215,0.478
06049,0.068,0.019,0.095,0.204,0.615
12009,0.068,0.073,0.096,0.157,0.607
39005,0.068,0.035,0.268,0.19,0.438
49049,0.068,0.035,0.195,0.244,0.458
51111,0.068,0.006,0.134,0.143,0.649
22015,0.068,0.096,0.144,0.225,0.468
05095,0.068,0.128,0.127,0.271,0.406
13039,0.136,0.125,0.17,0.113,0.456
17061,0.136,0.029,0.109,0.217,0.508
30003,0.136,0.196,0.147,0.25,0.271
48163,0.136,0.007,0.038,0.108,0.71
46095,0.136,0.028,0.091,0.34,0.405
39119,0.136,0.145,0.121,0.182,0.416
13011,0.136,0.103,0.125,0.238,0.399
56001,0.136,0.1,0.151,0.181,0.432
16087,0.136,0.13,0.324,0.172,0.239
29211,0.136,0.127,0.174,0.223,0.341
18001,0.136,0.047,0.16,0.348,0.309
39091,0.136,0.117,0.314,0.248,0.186
46039,0.136,0.111,0.275,0.169,0.309
48195,0.136,0.076,0.126,0.234,0.428
20171,0.197,0.09,0.19,0.21,0.313
05039,0.197,0.055,0.093,0.196,0.459
20101,0.197,0.075,0.197,0.204,0.326
47029,0.197,0.118,0.082,0.171,0.431
17101,0.197,0.157,0.105,0.281,0.26
38027,0.269,0.159,0.117,0.209,0.246
38063,0.133,0.183,0.193,0.218,0.274
21175,0.133,0.116,0.071,0.182,0.498
18139,0.133,0.118,0.063,0.279,0.408
29003,0.133,0.197,0.164,0.234,0.272
29093,0.133,0.091,0.072,0.28,0.423
37095,0.133,0.03,0.08,0.259,0.498
47095,0.133,0.143,0.166,0.201,0.357
20133,0.133,0.204,0.12,0.127,0.416
29029,0.266,0.093,0.147,0.124,0.371
49031,0.097,0.061,0.266,0.3,0.276
38035,0.097,0.122,0.222,0.253,0.305
19115,0.097,0.058,0.15,0.214,0.482
17075,0.097,0.168,0.069,0.242,0.424
28137,0.097,0.052,0.149,0.265,0.437
13279,0.097,0.069,0.179,0.226,0.429
54005,0.097,0.138,0.093,0.197,0.475
18071,0.097,0.098,0.105,0.388,0.312
41035,0.097,0.031,0.062,0.227,0.583
17127,0.097,0.043,0.232,0.256,0.373
55013,0.097,0.163,0.082,0.236,0.422
35057,0.097,0.005,0.035,0.167,0.696
18175,0.097,0.074,0.062,0.356,0.411
30061,0.097,0.278,0.119,0.183,0.323
05037,0.097,0.017,0.163,0.319,0.404
13223,0.097,0.068,0.108,0.233,0.494
48151,0.097,0.097,0.109,0.186,0.51
21105,0.097,0.065,0.221,0.202,0.415
29017,0.097,0.152,0.132,0.268,0.35
40131,0.097,0.105,0.164,0.201,0.433
13101,0.097,0.073,0.182,0.202,0.446
27153,0.097,0.198,0.146,0.196,0.363
38095,0.263,0.232,0.127,0.198,0.18
08109,0.065,0.122,0.138,0.232,0.443
51161,0.065,0.045,0.077,0.205,0.607
13291,0.065,0.119,0.087,0.168,0.56
31019,0.065,0.113,0.104,0.327,0.391
08115,0.065,0.162,0.138,0.267,0.368
39151,0.065,0.11,0.102,0.198,0.525
27013,0.065,0.078,0.146,0.276,0.435
28007,0.065,0.104,0.092,0.139,0.601
49021,0.065,0.036,0.22,0.262,0.417
20023,0.065,0.27,0.174,0.235,0.256
54003,0.065,0.049,0.196,0.166,0.524
26001,0.065,0.046,0.133,0.18,0.576
54101,0.065,0.083,0.163,0.211,0.479
08045,0.065,0.04,0.037,0.326,0.532
12005,0.065,0.109,0.076,0.202,0.548
55049,0.065,0.077,0.092,0.333,0.433
01059,0.065,0.071,0.223,0.156,0.484
42067,0.065,0.068,0.093,0.214,0.56
13049,0.065,0.094,0.15,0.196,0.495
48269,0.065,0.108,0.177,0.254,0.397
27029,0.065,0.21,0.203,0.172,0.351
22075,0.065,0.035,0.165,0.222,0.513
13265,0.065,0.048,0.086,0.158,0.644
48313,0.065,0.032,0.097,0.337,0.469
29043,0.13,0.113,0.053,0.253,0.451
45049,0.13,0.156,0.025,0.148,0.542
01133,0.13,0.046,0.328,0.183,0.312
46085,0.13,0.046,0.119,0.287,0.419
22009,0.13,0.092,0.073,0.246,0.459
40095,0.13,0.074,0.114,0.256,0.425
21199,0.13,0.123,0.096,0.164,0.487
31149,0.13,0.102,0.198,0.222,0.349
01043,0.13,0.024,0.249,0.217,0.379
29223,0.191,0.171,0.13,0.196,0.313
38013,0.191,0.147,0.151,0.258,0.253
39077,0.191,0.064,0.204,0.172,0.369
46103,0.127,0.078,0.159,0.222,0.414
47077,0.127,0.107,0.156,0.282,0.327
20187,0.127,0.098,0.172,0.216,0.388
17023,0.127,0.089,0.107,0.226,0.451
18153,0.127,0.071,0.077,0.207,0.517
31067,0.127,0.03,0.103,0.26,0.48
38103,0.254,0.163,0.083,0.275,0.226
26045,0.047,0.039,0.147,0.247,0.52
12023,0.047,0.026,0.288,0.254,0.385
39017,0.047,0.072,0.106,0.244,0.531
40051,0.047,0.098,0.185,0.249,0.422
13025,0.047,0.129,0.15,0.164,0.51
12069,0.047,0.062,0.074,0.185,0.632
48217,0.047,0.083,0.029,0.242,0.599
21081,0.047,0.056,0.183,0.106,0.608
34015,0.047,0.01,0.052,0.145,0.746
12109,0.047,0.071,0.097,0.223,0.561
12113,0.047,0.068,0.166,0.265,0.453
12043,0.047,0.082,0.098,0.096,0.677
51153,0.047,0.027,0.055,0.11,0.761
02282,0.047,0.012,0.078,0.381,0.481
21167,0.047,0.012,0.178,0.195,0.567
48505,0.047,0.001,0.035,0.138,0.779
51033,0.047,0.032,0.031,0.14,0.75
40013,0.094,0.087,0.125,0.237,0.457
02090,0.094,0.084,0.175,0.234,0.413
18061,0.094,0.084,0.205,0.258,0.359
31153,0.094,0.069,0.144,0.26,0.433
28081,0.094,0.092,0.13,0.18,0.505
31063,0.094,0.121,0.136,0.336,0.313
21131,0.094,0.103,0.142,0.174,0.487
48347,0.094,0.06,0.097,0.221,0.528
27007,0.094,0.155,0.225,0.185,0.34
16003,0.094,0.216,0.218,0.218,0.254
18119,0.094,0.038,0.087,0.282,0.5
13217,0.094,0.076,0.123,0.207,0.5
05011,0.094,0.102,0.175,0.184,0.445
54107,0.094,0.099,0.149,0.277,0.381
30059,0.188,0.093,0.12,0.203,0.396
29015,0.188,0.122,0.168,0.277,0.245
38011,0.188,0.141,0.146,0.262,0.263
40041,0.188,0.187,0.202,0.107,0.316
40085,0.188,0.08,0.103,0.195,0.435
20193,0.188,0.157,0.208,0.184,0.263
30051,0.188,0.146,0.167,0.147,0.352
13163,0.251,0.055,0.099,0.102,0.493
31119,0.251,0.082,0.194,0.156,0.317
46035,0.249,0.074,0.303,0.107,0.267
22053,0.249,0.111,0.09,0.196,0.354
31007,0.249,0.128,0.134,0.216,0.272
46061,0.185,0.107,0.269,0.148,0.29
46029,0.185,0.144,0.25,0.117,0.305
47185,0.185,0.205,0.162,0.115,0.333
31169,0.185,0.071,0.066,0.429,0.249
13313,0.185,0.068,0.203,0.142,0.403
29159,0.185,0.111,0.156,0.254,0.294
21193,0.123,0.093,0.111,0.171,0.502
47049,0.123,0.122,0.157,0.162,0.437
19043,0.123,0.084,0.137,0.284,0.371
46093,0.123,0.078,0.161,0.214,0.425
31173,0.123,0.153,0.119,0.187,0.418
48073,0.123,0.063,0.148,0.192,0.475
28011,0.123,0.046,0.127,0.249,0.456
30011,0.123,0.121,0.127,0.212,0.417
30073,0.123,0.175,0.17,0.142,0.39
19087,0.123,0.142,0.091,0.183,0.461
55073,0.123,0.136,0.165,0.236,0.34
45061,0.123,0.06,0.154,0.157,0.506
29027,0.123,0.12,0.217,0.196,0.344
40139,0.123,0.12,0.102,0.225,0.43
22041,0.123,0.054,0.102,0.156,0.565
16073,0.123,0.137,0.146,0.171,0.423
51191,0.123,0.099,0.144,0.266,0.368
27077,0.091,0.171,0.176,0.249,0.313
21187,0.091,0.039,0.114,0.198,0.558
26107,0.091,0.104,0.087,0.243,0.475
31055,0.091,0.069,0.095,0.263,0.482
46027,0.091,0.178,0.116,0.243,0.373
12091,0.091,0.083,0.147,0.21,0.469
37023,0.091,0.056,0.124,0.189,0.54
54043,0.091,0.077,0.164,0.167,0.501
49009,0.091,0.296,0.102,0.33,0.181
37029,0.091,0.025,0.121,0.188,0.575
26157,0.091,0.05,0.078,0.246,0.536
30063,0.091,0.2,0.128,0.209,0.372
31181,0.091,0.167,0.068,0.286,0.389
31125,0.091,0.111,0.131,0.207,0.459
46065,0.091,0.027,0.109,0.251,0.523
04017,0.091,0.108,0.059,0.139,0.602
48225,0.182,0.09,0.104,0.15,0.474
29085,0.182,0.18,0.159,0.164,0.316
39149,0.182,0.119,0.216,0.283,0.2
56003,0.182,0.187,0.12,0.257,0.253
47053,0.182,0.086,0.111,0.26,0.361
46059,0.182,0.071,0.147,0.225,0.376
19091,0.243,0.268,0.147,0.102,0.24
20163,0.179,0.22,0.218,0.123,0.26
37047,0.179,0.043,0.113,0.155,0.511
30091,0.179,0.203,0.178,0.256,0.185
48191,0.179,0.065,0.19,0.157,0.41
47017,0.179,0.088,0.163,0.234,0.337
29153,0.179,0.128,0.128,0.13,0.435
36009,0.015,0.013,0.024,0.156,0.793
36043,0.015,0.026,0.042,0.158,0.758
53029,0.015,0.009,0.066,0.15,0.759
09003,0.015,0.023,0.065,0.13,0.767
42007,0.015,0.023,0.1,0.137,0.725
06007,0.015,0.043,0.111,0.204,0.626
06085,0.015,0.014,0.04,0.168,0.764
28041,0.015,0.112,0.07,0.262,0.541
51163,0.015,0.112,0.068,0.13,0.675
06083,0.015,0.02,0.075,0.153,0.737
37183,0.015,0.02,0.07,0.168,0.727
48409,0.015,0.02,0.053,0.074,0.838
17117,0.015,0.05,0.147,0.227,0.561
37169,0.015,0.034,0.116,0.247,0.588
42063,0.015,0.047,0.066,0.22,0.652
48099,0.015,0.027,0.142,0.194,0.622
32029,0.015,0.038,0.039,0.126,0.782
28105,0.015,0.07,0.081,0.242,0.591
51159,0.015,0.07,0.109,0.167,0.64
25019,0.015,0.003,0.034,0.156,0.792
42095,0.015,0.012,0.034,0.118,0.822
51595,0.015,0.001,0.148,0.148,0.687
53055,0.015,0.004,0.021,0.229,0.73
48453,0.015,0.008,0.024,0.158,0.795
48029,0.015,0.016,0.057,0.09,0.822
19175,0.03,0.125,0.172,0.21,0.462
27049,0.03,0.039,0.138,0.28,0.513
35051,0.03,0.039,0.033,0.239,0.659
13109,0.03,0.078,0.229,0.29,0.372
17105,0.03,0.147,0.08,0.234,0.51
53027,0.03,0.009,0.087,0.213,0.662
33011,0.03,0.069,0.066,0.164,0.67
48115,0.03,0.023,0.074,0.115,0.759
12099,0.03,0.02,0.05,0.116,0.784
01063,0.03,0.053,0.127,0.167,0.623
41027,0.03,0.071,0.127,0.162,0.61
20161,0.03,0.05,0.124,0.261,0.535
18039,0.03,0.097,0.094,0.252,0.528
48385,0.03,0.065,0.164,0.187,0.554
28055,0.03,0.06,0.137,0.162,0.612
26033,0.03,0.022,0.068,0.287,0.593
39055,0.03,0.057,0.064,0.218,0.631
21173,0.03,0.041,0.085,0.392,0.452
40083,0.03,0.027,0.114,0.31,0.519
17111,0.03,0.012,0.066,0.176,0.716
25003,0.03,0.004,0.049,0.082,0.834
45079,0.03,0.016,0.099,0.235,0.62
17015,0.03,0.064,0.12,0.19,0.596
37179,0.06,0.045,0.067,0.213,0.615
29053,0.06,0.09,0.127,0.183,0.54
13065,0.06,0.058,0.134,0.168,0.58
28115,0.06,0.113,0.114,0.197,0.516
20173,0.06,0.055,0.126,0.26,0.499
18115,0.06,0.078,0.18,0.223,0.459
12039,0.06,0.033,0.104,0.227,0.575
51760,0.06,0.031,0.092,0.275,0.541
21047,0.06,0.118,0.178,0.279,0.365
22063,0.06,0.043,0.144,0.29,0.463
13113,0.06,0.086,0.131,0.218,0.505
08091,0.06,0.08,0.069,0.295,0.495
08021,0.06,0.106,0.093,0.195,0.545
33019,0.06,0.103,0.012,0.252,0.574
54071,0.06,0.142,0.128,0.214,0.456
26137,0.06,0.068,0.097,0.172,0.602
45017,0.06,0.047,0.129,0.173,0.592
01041,0.06,0.091,0.199,0.233,0.416
45083,0.06,0.091,0.126,0.227,0.496
54067,0.06,0.088,0.166,0.143,0.542
40033,0.06,0.117,0.102,0.173,0.548
37033,0.06,0.035,0.199,0.179,0.527
01021,0.06,0.07,0.058,0.194,0.618
01109,0.06,0.131,0.145,0.333,0.33
18109,0.06,0.131,0.136,0.188,0.485
05133,0.12,0.093,0.155,0.165,0.467
20129,0.12,0.113,0.144,0.218,0.405
35059,0.12,0.118,0.127,0.242,0.393
18099,0.12,0.103,0.159,0.229,0.389
20113,0.12,0.065,0.106,0.313,0.396
19167,0.12,0.06,0.285,0.2,0.335
19139,0.12,0.022,0.221,0.273,0.364
46019,0.12,0.085,0.153,0.204,0.438
05073,0.12,0.082,0.078,0.234,0.486
01085,0.12,0.073,0.145,0.199,0.464
47133,0.12,0.131,0.228,0.128,0.393
20063,0.24,0.089,0.234,0.151,0.287
06041,0.011,0,0.046,0.141,0.802
53031,0.011,0,0.064,0.171,0.754
06051,0.011,0.026,0.012,0.07,0.88
36087,0.011,0.018,0.054,0.195,0.722
48481,0.011,0.072,0.076,0.216,0.625
35009,0.011,0.129,0.111,0.209,0.54
20197,0.011,0.077,0.12,0.201,0.591
36051,0.011,0.034,0.009,0.111,0.835
51125,0.011,0.015,0.106,0.167,0.701
35013,0.011,0.044,0.036,0.097,0.812
17053,0.011,0.082,0.167,0.172,0.567
51079,0.011,0.038,0.052,0.153,0.747
25015,0.011,0.006,0.017,0.109,0.857
15003,0.011,0.012,0.027,0.151,0.798
48043,0.011,0.012,0.077,0.172,0.728
53045,0.011,0.024,0.091,0.152,0.721
32001,0.022,0.093,0.058,0.153,0.674
01117,0.022,0.075,0.118,0.24,0.545
32021,0.022,0.018,0.09,0.115,0.755
21113,0.022,0.036,0.104,0.21,0.628
12037,0.022,0.101,0.237,0.228,0.412
48309,0.022,0.049,0.046,0.161,0.721
22123,0.022,0.063,0.124,0.114,0.677
12077,0.022,0.023,0.205,0.268,0.482
36081,0.022,0.023,0.068,0.136,0.751
22035,0.022,0.046,0.121,0.137,0.674
36039,0.022,0.014,0.03,0.146,0.788
44007,0.022,0.014,0.05,0.159,0.754
06029,0.022,0.028,0.105,0.177,0.668
09015,0.022,0.041,0.082,0.137,0.718
34017,0.022,0.019,0.077,0.211,0.67
53067,0.022,0.051,0.109,0.132,0.685
06097,0.022,0.012,0.022,0.149,0.795
47047,0.022,0.001,0.089,0.205,0.682
51053,0.022,0.016,0.104,0.193,0.664
51570,0.044,0.045,0.126,0.177,0.608
28023,0.044,0.021,0.133,0.205,0.597
55031,0.044,0.042,0.092,0.327,0.495
17091,0.044,0.084,0.096,0.249,0.527
31185,0.044,0.168,0.422,0.184,0.182
19007,0.044,0.11,0.239,0.193,0.413
22051,0.044,0.031,0.066,0.174,0.685
27123,0.044,0.046,0.086,0.259,0.564
19153,0.044,0.089,0.136,0.259,0.473
51135,0.044,0.014,0.099,0.182,0.661
36007,0.044,0.028,0.051,0.066,0.812
13205,0.044,0.112,0.055,0.159,0.63
12125,0.044,0.04,0.176,0.267,0.473
17179,0.044,0.04,0.141,0.215,0.56
22121,0.044,0.04,0.07,0.197,0.649
29165,0.044,0.04,0.088,0.189,0.638
41029,0.044,0.077,0.075,0.138,0.665
26119,0.044,0.071,0.126,0.186,0.574
02290,0.044,0.047,0.126,0.425,0.358
31141,0.044,0.094,0.176,0.254,0.432
37041,0.044,0.011,0.152,0.296,0.497
27163,0.044,0.088,0.103,0.262,0.503
22077,0.044,0.082,0.068,0.198,0.608
45063,0.044,0.038,0.129,0.214,0.576
56007,0.044,0.137,0.087,0.278,0.454
37127,0.044,0.032,0.038,0.212,0.673
13103,0.044,0.064,0.145,0.272,0.475
16017,0.088,0.116,0.119,0.241,0.436
21233,0.088,0.084,0.167,0.21,0.451
21073,0.088,0.036,0.142,0.214,0.521
18023,0.088,0.033,0.132,0.285,0.462
45021,0.088,0.083,0.121,0.179,0.528
45029,0.088,0.077,0.094,0.1,0.641
19145,0.088,0.053,0.068,0.31,0.481
19069,0.088,0.278,0.187,0.186,0.261
21151,0.088,0.094,0.114,0.233,0.471
47159,0.088,0.091,0.202,0.113,0.507
27117,0.088,0.182,0.132,0.281,0.317
54073,0.088,0.108,0.17,0.287,0.346
47001,0.088,0.105,0.112,0.215,0.48
33003,0.088,0.035,0.107,0.172,0.598
40069,0.088,0.137,0.157,0.244,0.374
40009,0.088,0.265,0.187,0.121,0.339
21235,0.176,0.062,0.113,0.174,0.476
31009,0.176,0.103,0.123,0.305,0.293
30083,0.176,0.216,0.162,0.255,0.191
01061,0.176,0.131,0.089,0.158,0.445
20123,0.173,0.116,0.144,0.18,0.388
47127,0.173,0.101,0.176,0.235,0.316
40097,0.173,0.175,0.213,0.135,0.303
20203,0.173,0.112,0.184,0.219,0.313
13315,0.173,0.017,0.083,0.157,0.569
19141,0.173,0.054,0.267,0.187,0.319
29081,0.173,0.128,0.215,0.248,0.236
47131,0.117,0.125,0.187,0.246,0.325
29041,0.117,0.141,0.084,0.278,0.38
48147,0.117,0.126,0.131,0.226,0.4
40121,0.117,0.112,0.153,0.36,0.258
17165,0.117,0.106,0.111,0.204,0.462
01017,0.117,0.037,0.15,0.136,0.56
28053,0.117,0.071,0.098,0.104,0.61
21063,0.117,0.1,0.051,0.289,0.443
45025,0.117,0.079,0.148,0.129,0.526
46023,0.117,0.149,0.254,0.192,0.288
46055,0.117,0.051,0.151,0.241,0.44
45001,0.117,0.102,0.243,0.166,0.371
17153,0.117,0.064,0.189,0.225,0.405
46005,0.234,0.104,0.147,0.173,0.342
20031,0.085,0.119,0.165,0.404,0.227
21145,0.085,0.058,0.232,0.255,0.37
31087,0.085,0.162,0.19,0.263,0.301
39003,0.085,0.104,0.114,0.382,0.314
30017,0.085,0.261,0.144,0.28,0.23
17113,0.085,0.062,0.091,0.201,0.561
13069,0.085,0.124,0.164,0.222,0.404
55087,0.085,0.124,0.135,0.302,0.353
08085,0.085,0.092,0.074,0.314,0.436
37039,0.085,0.109,0.101,0.147,0.557
48049,0.085,0.077,0.066,0.239,0.534
55041,0.085,0.053,0.162,0.215,0.484
48135,0.085,0.047,0.076,0.204,0.588
13001,0.085,0.117,0.23,0.152,0.416
40091,0.085,0.057,0.265,0.221,0.373
01069,0.085,0.079,0.135,0.268,0.433
55067,0.085,0.102,0.142,0.239,0.432
54013,0.085,0.07,0.227,0.21,0.408
33013,0.085,0.067,0.075,0.158,0.615
05075,0.085,0.128,0.153,0.298,0.337
27151,0.17,0.113,0.152,0.212,0.353
12059,0.17,0.077,0.081,0.111,0.562
56033,0.17,0.251,0.099,0.203,0.278
19111,0.17,0.146,0.131,0.161,0.392
30013,0.17,0.143,0.16,0.145,0.382
20179,0.231,0.112,0.236,0.154,0.267
45009,0.167,0.031,0.053,0.235,0.515
29065,0.167,0.169,0.175,0.196,0.293
29055,0.167,0.148,0.136,0.159,0.391
20011,0.167,0.146,0.077,0.12,0.49
21135,0.057,0.081,0.21,0.296,0.357
18113,0.057,0.11,0.135,0.197,0.5
08051,0.057,0.039,0.043,0.281,0.581
48351,0.057,0.049,0.11,0.152,0.631
06103,0.057,0.062,0.141,0.195,0.545
21093,0.057,0.062,0.106,0.217,0.558
48249,0.057,0.007,0.137,0.051,0.748
54077,0.057,0.028,0.087,0.247,0.58
28111,0.057,0.056,0.11,0.273,0.503
36025,0.057,0.053,0.034,0.112,0.744
26057,0.057,0.074,0.105,0.169,0.596
45091,0.057,0.074,0.062,0.204,0.602
41043,0.057,0.025,0.096,0.159,0.664
55085,0.057,0.05,0.155,0.186,0.552
18081,0.057,0.094,0.1,0.192,0.557
35045,0.057,0.015,0.118,0.255,0.555
42031,0.057,0.03,0.152,0.155,0.605
08083,0.057,0.019,0.081,0.257,0.586
16015,0.057,0.038,0.038,0.549,0.318
35021,0.057,0.152,0.062,0.115,0.614
26135,0.057,0.073,0.096,0.181,0.593
13079,0.057,0.051,0.231,0.192,0.468
48069,0.057,0.051,0.043,0.296,0.553
06115,0.057,0.035,0.071,0.167,0.669
13311,0.057,0.064,0.099,0.347,0.433
31001,0.057,0.128,0.089,0.291,0.435
55055,0.114,0.093,0.096,0.179,0.518
21025,0.114,0.081,0.126,0.241,0.438
01053,0.114,0.026,0.188,0.285,0.387
13209,0.114,0.083,0.174,0.228,0.401
33001,0.114,0.02,0.11,0.158,0.598
45041,0.114,0.08,0.133,0.109,0.564
13165,0.114,0.053,0.084,0.261,0.488
12049,0.114,0.041,0.179,0.186,0.48
30067,0.114,0.099,0.106,0.214,0.467
20185,0.041,0.125,0.109,0.252,0.472
26153,0.041,0.021,0.14,0.187,0.611
01125,0.041,0.036,0.144,0.247,0.532
28119,0.041,0.101,0.1,0.312,0.446
42013,0.041,0.132,0.083,0.249,0.495
16085,0.041,0.118,0.102,0.378,0.361
39137,0.041,0.118,0.253,0.307,0.28
34033,0.041,0.043,0.036,0.154,0.726
41063,0.041,0.083,0.146,0.229,0.501
53015,0.041,0.02,0.098,0.216,0.625
42111,0.041,0.04,0.188,0.267,0.464
48337,0.041,0.08,0.129,0.22,0.529
08081,0.041,0.142,0.162,0.284,0.371
29183,0.041,0.05,0.091,0.286,0.532
39113,0.041,0.065,0.065,0.222,0.607
17109,0.041,0.091,0.097,0.182,0.59
47105,0.041,0.06,0.107,0.219,0.573
40137,0.041,0.088,0.21,0.286,0.375
48333,0.041,0.117,0.062,0.261,0.518
27157,0.041,0.085,0.129,0.318,0.427
08007,0.041,0.041,0.155,0.276,0.488
39057,0.041,0.082,0.095,0.264,0.519
35007,0.041,0.019,0.091,0.106,0.743
54037,0.041,0.038,0.2,0.169,0.552
17197,0.041,0.024,0.062,0.134,0.739
18101,0.041,0.064,0.123,0.223,0.55
47007,0.082,0.122,0.131,0.251,0.415
46127,0.082,0.177,0.12,0.204,0.418
55129,0.082,0.168,0.117,0.243,0.39
54045,0.082,0.11,0.116,0.247,0.445
41019,0.082,0.052,0.116,0.239,0.511
39025,0.082,0.069,0.074,0.192,0.584
53019,0.082,0.066,0.082,0.204,0.565
18007,0.082,0.126,0.112,0.183,0.496
05021,0.082,0.124,0.157,0.242,0.395
29123,0.082,0.124,0.092,0.296,0.406
13159,0.082,0.059,0.181,0.118,0.56
05053,0.082,0.043,0.127,0.258,0.489
39013,0.082,0.086,0.118,0.25,0.464
29103,0.082,0.112,0.182,0.271,0.353
05115,0.082,0.151,0.181,0.285,0.302
21065,0.082,0.151,0.09,0.275,0.402
27145,0.082,0.142,0.187,0.174,0.415
17013,0.082,0.06,0.219,0.366,0.273
22059,0.082,0.035,0.089,0.223,0.571
51167,0.082,0.137,0.212,0.24,0.329
21171,0.082,0.134,0.185,0.15,0.448
54087,0.082,0.024,0.191,0.21,0.493
01033,0.082,0.096,0.152,0.159,0.51
53049,0.082,0.016,0.128,0.063,0.712
29163,0.082,0.128,0.363,0.263,0.164
47003,0.164,0.093,0.246,0.248,0.249
20125,0.164,0.132,0.102,0.195,0.407
29111,0.164,0.109,0.177,0.23,0.32
20119,0.164,0.123,0.115,0.235,0.362
12079,0.164,0.085,0.148,0.264,0.34
21045,0.164,0.076,0.161,0.154,0.444
29137,0.164,0.105,0.182,0.203,0.346
29217,0.164,0.105,0.11,0.125,0.496
27063,0.325,0.024,0.14,0.171,0.34
54041,0.161,0.029,0.068,0.288,0.454
46017,0.161,0.059,0.157,0.253,0.371
20137,0.161,0.163,0.177,0.225,0.275
21165,0.161,0.088,0.067,0.215,0.468
18041,0.161,0.041,0.048,0.237,0.514
54099,0.111,0.119,0.186,0.162,0.423
54035,0.111,0.055,0.097,0.216,0.522
08103,0.111,0.092,0.074,0.265,0.458
04011,0.111,0.089,0.167,0.089,0.544
17159,0.111,0.151,0.107,0.3,0.331
16043,0.111,0.206,0.202,0.247,0.233
05015,0.111,0.068,0.115,0.129,0.577
38003,0.111,0.079,0.137,0.248,0.425
37173,0.079,0.061,0.086,0.247,0.528
51193,0.079,0.036,0.127,0.127,0.631
51063,0.079,0.063,0.092,0.256,0.51
13235,0.079,0.031,0.098,0.218,0.575
08099,0.079,0.046,0.205,0.201,0.469
20077,0.079,0.118,0.21,0.193,0.4
18171,0.079,0.115,0.092,0.223,0.492
12035,0.079,0.05,0.113,0.157,0.602
22007,0.079,0.034,0.213,0.206,0.468
29155,0.079,0.134,0.175,0.204,0.407
18083,0.158,0.125,0.121,0.259,0.338
31031,0.158,0.042,0.095,0.377,0.328
01111,0.158,0.226,0.105,0.144,0.368
30093,0.158,0.138,0.059,0.143,0.503
20069,0.158,0.092,0.146,0.24,0.364
28147,0.158,0.086,0.134,0.213,0.409
30043,0.158,0.111,0.076,0.169,0.487
40059,0.158,0.189,0.118,0.257,0.278
47117,0.219,0.129,0.139,0.164,0.349
38001,0.219,0.166,0.189,0.233,0.193
29105,0.313,0.121,0.172,0.107,0.287
38077,0.155,0.174,0.189,0.116,0.366
21041,0.155,0.171,0.12,0.208,0.346
16013,0.155,0.107,0.102,0.13,0.506
